P31946	YWHAB
P62258	YWHAE
Q04917	YWHAH
Q04917	YWHA1
P61981	YWHAG
P31947	SFN
P31947	HME1
P27348	YWHAQ
P63104	YWHAZ
P30443	HLA-A
P30443	HLAA
P01892	HLA-A
P01892	HLAA
P13746	HLA-A
P13746	HLAA
P05534	HLA-A
P05534	HLAA
P16188	HLA-A
P16188	HLAA
P01891	HLA-A
P01891	HLAA
P01889	HLA-B
P01889	HLAB
P30464	HLA-B
P30464	HLAB
P03989	HLA-B
P03989	HLAB
P30685	HLA-B
P30685	HLAB
P30475	HLA-B
P30475	HLAB
Q04826	HLA-B
Q04826	HLAB
P18464	HLA-B
P18464	HLAB
P10321	HLA-C
P10321	HLAC
Q14738	PPP2R5D
Q13362	PPP2R5C
Q13362	KIAA0044
P30153	PPP2R1A
P30154	PPP2R1B
P04229	HLA-DRB1
P01912	HLA-DRB1
P13760	HLA-DRB1
Q30134	HLA-DRB1
Q95IE3	HLA-DRB1
Q5Y7A7	HLA-DRB1
Q9GIY3	HLA-DRB1
P01911	HLA-DRB1
P01911	HLA-DRB2
Q29974	HLA-DRB1
P26439	HSD3B2
P26439	HSDB3B
P78314	SH3BP2
P78314	3BP2
P29372	MPG
P29372	AAG
P29372	ANPG
P29372	MID1
P11171	EPB41
P11171	E41P
Q13541	EIF4EBP1
Q9NRA8	EIF4ENIF1
P08195	SLC3A2
P08195	MDU1
P08908	HTR1A
P08908	ADRB2RL1
P08908	ADRBRL1
P28222	HTR1B
P28222	HTR1DB
P28223	HTR2A
P28223	HTR2
P41595	HTR2B
P28335	HTR2C
P28335	HTR1C
P46098	HTR3A
P46098	5HT3R
P46098	HTR3
Q9H0P0	NT5C3A
Q9H0P0	NT5C3
Q9H0P0	P5N1
Q9H0P0	UMPH1
P36639	NUDT1
P36639	MTH1
Q676U5	ATG16L1
Q676U5	APG16L
P02763	ORM1
P02763	AGP1
P19652	ORM2
P19652	AGP2
P01009	SERPINA1
P01009	AAT
P01009	PI
P08697	SERPINF2
P08697	AAP
P08697	PLI
P01023	A2M
P01023	CPAMD5
P05067	APP
P05067	A4
P05067	AD1
P22760	AADAC
P22760	DAC
Q9NRG9	AAAS
Q9NRG9	ADRACALA
Q15758	SLC1A5
Q15758	ASCT2
Q15758	M7V1
Q15758	RDR
Q15758	RDRC
P01011	SERPINA3
P01011	AACT
Q2M2I8	AAK1
Q2M2I8	KIAA1048
Q9Y478	PRKAB1
Q9Y478	AMPK
O43741	PRKAB2
P54619	PRKAG1
Q9UGJ0	PRKAG2
Q13131	PRKAA1
