836	CASP3	8669	EIF3J	1	10672017	1	2		Published research	
836	CASP3	3691	ITGB4	1	17178732	1	2		Published research	
407042	MIR34C	4609	MYC	1	20212154	1	2		Published research	
1432	MAPK14	9261	MAPKAPK2	1	15629715;9768359	1	1		Published research	
9261	MAPKAPK2	10949	HNRNPA0	1	21173571	1	1		Published research	
7072	TIA1	1647	GADD45A	1	21173571	1	2		Published research	
3184	HNRNPD	1647	GADD45A	1	21173571	1	2		Published research	
9261	MAPKAPK2	5073	PARN	1	21173571	1	3		Published research	
10949	HNRNPA0	1647	GADD45A	1	21173571	1	1		Published research	
3717	JAK2	2057	EPOR	1	12524467;18672044	1	1		Published research	
83715	ESPN	51168	MYO15A	1	16206170	1	1		Published research	
2706	GJB2	10804	GJB6	1	19047647	1	1		Published research	
10804	GJB6	2706	GJB2	1	19047647	1	1		Published research	
1432	MAPK14	7073	TIAL1	1	21173571	1	2		Published research	
5073	PARN	1647	GADD45A	1	20932473	1	1		Published research	
8650	NUMB	4851	NOTCH1	1	15358736	1	2		Published research	
7073	TIAL1	1647	GADD45A	1	21173571	1	2		Published research	
7545	ZIC1	474	ATOH1	1	12642498	1	2		Published research	
1432	MAPK14	7538	ZFP36	1	20599781	1	1		Published research	
474	ATOH1	388585	HES5	1	15358736	1	1		Published research	
9261	MAPKAPK2	7538	ZFP36	1	20599781	1	1		Published research	
388585	HES5	474	ATOH1	1	15358736	1	2		Published research	
4851	NOTCH1	3714	JAG2	1	15358736	1	2		Published research	
9261	MAPKAPK2	7538	ZFP36	1	20599781	1	2		Published research	Inhibits its role in the inhibition of TNF by the physical interaction with the TNF mRNA
4851	NOTCH1	28514	DLL1	1	15358736	1	2		Published research	
6495	SIX1	3955	LFNG	1	14695375	1	1		Published research	
6495	SIX1	5015	OTX2	1	14695375	1	1		Published research	
6495	SIX1	340784	HMX3	1	14695375	1	2		Published research	
6495	SIX1	1749	DLX5	1	14695375	1	2		Published research	
6495	SIX1	5013	OTX1	1	14695375	1	1		Published research	
6495	SIX1	1602	DACH1	1	14695375	1	2		Published research	
6495	SIX1	117154	DACH2	1	14695375	1	2		Published research	
4647	MYO7A	65217	PCDH15	1	16481439	1	1		Published research	
65217	PCDH15	4647	MYO7A	1	16481439	1	1		Published research	
2551	GABPA	7296	TXNRD1	1	19114066	1	1		Published research	
2551	GABPA	7295	TXN	1	19114066	1	1		Published research	
