P31946	YWHAB
P62258	YWHAE
Q04917	YWHAH
P61981	YWHAG
P31947	SFN
P27348	YWHAQ
P63104	YWHAZ
P30443	HLA-A
P01892	HLA-A
P13746	HLA-A
P05534	HLA-A
P16188	HLA-A
P01891	HLA-A
P01889	HLA-B
P30464	HLA-B
P03989	HLA-B
P30685	HLA-B
P30475	HLA-B
Q04826	HLA-B
P18464	HLA-B
P10321	HLA-C
Q14738	PPP2R5D
Q13362	PPP2R5C
P30153	PPP2R1A
P30154	PPP2R1B
Q30134	HLA-DRB1
P01912	HLA-DRB1
P04229	HLA-DRB1
P13761	HLA-DRB1
P20039	HLA-DRB1
Q5Y7A7	HLA-DRB1
P13760	HLA-DRB1
Q9GIY3	HLA-DRB1
P01911	HLA-DRB1
Q29974	HLA-DRB1
Q95IE3	HLA-DRB1
P26439	HSD3B2
P78314	SH3BP2
P29372	MPG
P11171	EPB41
Q13541	EIF4EBP1
Q9NRA8	EIF4ENIF1
P08195	SLC3A2
P08908	HTR1A
P28222	HTR1B
P28566	HTR1E
P28223	HTR2A
P41595	HTR2B
P28335	HTR2C
P46098	HTR3A
O95264	HTR3B
Q13639	HTR4
Q9H0P0	NT5C3A
P36639	NUDT1
Q676U5	ATG16L1
P02763	ORM1
P19652	ORM2
P01009	SERPINA1
P08697	SERPINF2
P01023	A2M
P05067	APP
P22760	AADAC
Q9NRG9	AAAS
Q15758	SLC1A5
P01011	SERPINA3
Q2M2I8	AAK1
Q9Y478	PRKAB1
O43741	PRKAB2
P54619	PRKAG1
Q9UGJ0	PRKAG2
Q13131	PRKAA1
P54646	PRKAA2
Q9NY61	AATF
Q9UH17	APOBEC3B
P31941	APOBEC3A
Q9NRW3	APOBEC3C
Q96AK3	APOBEC3D
Q9HC16	APOBEC3G
Q8IUX4	APOBEC3F
Q6NTF7	APOBEC3H
O95477	ABCA1
P78363	ABCA4
Q86UK0	ABCA12
Q2M3G0	ABCB5
Q9NP58	ABCB6
O75027	ABCB7
Q9NP78	ABCB9
O95342	ABCB11
Q09428	ABCC8
P28288	ABCD3
P33897	ABCD1
Q8NE71	ABCF1
Q9UNQ0	ABCG2
P45844	ABCG1
Q8IZP0	ABI1
Q9NYB9	ABI2
P00519	ABL1
P42684	ABL2
O14639	ABLIM1
Q9UKU7	ACAD8
Q13085	ACACA
P11310	ACADM
P49748	ACADVL
Q15057	ACAP2
P07108	DBI
Q96AP0	ACD
Q9BYF1	ACE2
P22303	ACHE
P12821	ACE
P32297	CHRNA3
P43681	CHRNA4
P36544	CHRNA7
